data,quantidade
2024-02-07,1440
2024-02-08,3180
2024-02-08,6846
2024-02-08,1500
2024-02-08,870
2024-02-09,180
2024-02-09,8475
2024-02-09,645
2024-02-09,2886
2024-02-12,2463
2024-02-12,3621
2024-02-12,996
2024-02-12,510
2024-02-12,2130
2024-02-12,210
2024-02-13,105
2024-02-13,4203
2024-02-13,348
2024-02-14,300
2024-02-14,4713
2024-02-14,318
2024-02-14,4650
2024-02-14,450
2024-02-15,1500
2024-02-15,2400
2024-02-15,1650
2024-02-15,9531
2024-02-16,45
2024-02-16,2703
2024-02-16,126
2024-02-17,120
2024-02-19,7419
2024-02-19,690
2024-02-19,1500
2024-02-19,1080
2024-02-20,11037
2024-02-20,1590
2024-02-20,1500
2024-02-21,1980
2024-02-21,3183
2024-02-21,3366
2024-02-22,903
2024-02-22,750
2024-02-22,30
2024-02-22,120
2024-02-22,1401
2024-02-22,9522
2024-02-22,4683
2024-02-23,600
2024-02-23,4050
2024-02-23,1350
2024-02-23,2700
2024-02-24,3306
2024-02-26,1683
2024-02-26,360
2024-02-26,1401
2024-02-26,3792
2024-02-26,2205
2024-02-27,90
2024-02-27,1500
2024-02-27,765
2024-02-27,240
2024-02-27,1500
2024-02-27,8055
2024-02-28,165
2024-02-28,3600
2024-02-28,1854
2024-02-29,2901
2024-02-29,330
2024-02-29,1785
2024-02-29,810
2024-02-29,1500
2024-02-29,1515
2024-02-29,180
2024-03-01,750
2024-03-01,1866
2024-03-01,900
2024-03-01,7029
2024-03-01,3000
2024-03-01,30
2024-03-02,600
2024-03-02,300
2024-03-04,360
2024-03-04,2226
2024-03-04,9273
2024-03-04,3060
2024-03-04,75
2024-03-04,1401
2024-03-04,180
2024-03-05,1425
2024-03-05,2022
2024-03-05,5643
2024-03-06,120
2024-03-06,300
2024-03-06,12753
2024-03-06,1500
2024-03-06,255
2024-03-07,-7431
2024-03-07,1440
2024-03-07,600
2024-03-08,2184
2024-03-08,1980
2024-03-08,1500
2024-03-08,3162
2024-03-11,1413
2024-03-11,7935
2024-03-11,1401
2024-03-11,1941
2024-03-12,2460
2024-03-12,6900
2024-03-12,1500
2024-03-12,3330
2024-03-13,558
2024-03-13,5442
2024-03-13,72
2024-03-13,3045
2024-03-14,2901
2024-03-14,1095
2024-03-14,2931
2024-03-14,468
2024-03-14,210
2024-03-14,1311
2024-03-14,30
2024-03-15,12651
2024-03-15,93
2024-03-15,480
2024-03-15,9
2024-03-16,1710
2024-03-18,996
2024-03-18,834
2024-03-18,5043
2024-03-18,2685
2024-03-18,1401
2024-03-19,765
2024-03-19,3975
2024-03-19,750
2024-03-19,60
2024-03-20,1521
2024-03-20,210
2024-03-21,333
2024-03-21,510
2024-03-21,9369
2024-03-21,600
2024-03-22,60
2024-03-22,840
2024-03-22,10428
2024-03-22,15
2024-03-23,324
2024-03-25,1800
2024-03-25,1401
2024-03-25,450
2024-03-25,420
2024-03-25,3540
2024-03-26,486
2024-03-26,5943
2024-03-26,1500
2024-03-26,1500
2024-03-26,720
2024-03-27,1599
2024-03-27,-39
2024-03-27,360
2024-03-27,3645
2024-03-27,960
2024-03-28,900
2024-03-28,7056
2024-03-28,1401
2024-03-28,270
2024-03-28,594
2024-03-28,870
2024-03-28,780
