data,quantidade
2022-12-13,1425
2022-12-13,450
2022-12-13,765
2022-12-13,774
2022-12-13,2973
2022-12-14,750
2022-12-14,2880
2022-12-14,795
2022-12-14,450
2022-12-14,1710
2022-12-14,60
2022-12-14,3297
2022-12-14,300
2022-12-14,1290
2022-12-15,4143
2022-12-15,3600
2022-12-15,600
2022-12-15,1500
2022-12-15,240
2022-12-15,450
2022-12-15,5319
2022-12-16,1680
2022-12-16,540
2022-12-16,1689
2022-12-16,120
2022-12-16,180
2022-12-16,327
2022-12-16,13908
2022-12-17,1980
2022-12-17,1110
2022-12-17,1209
2022-12-17,1500
2022-12-17,90
2022-12-19,345
2022-12-19,735
2022-12-19,1473
2022-12-19,3276
2022-12-19,150
2022-12-19,1500
2022-12-20,1995
2022-12-20,8220
2022-12-20,300
2022-12-20,120
2022-12-20,2028
2022-12-21,1401
2022-12-21,780
2022-12-21,3000
2022-12-21,465
2022-12-21,1401
2022-12-21,7911
2022-12-21,2100
2022-12-21,2160
2022-12-21,8640
2022-12-22,30
2022-12-22,51
2023-01-04,1098
2023-01-04,750
2023-01-04,45
2023-01-04,3000
2023-01-04,66
2023-01-04,15
2023-01-05,540
2023-01-05,2460
2023-01-05,1200
2023-01-05,180
2023-01-05,60
2023-01-05,540
2023-01-06,96
2023-01-06,10980
2023-01-06,4809
2023-01-06,900
2023-01-06,90
2023-01-06,1554
2023-01-06,720
2023-01-07,600
2023-01-07,2925
2023-01-09,1200
2023-01-09,3000
2023-01-09,435
2023-01-09,1500
2023-01-09,2766
2023-01-10,2865
2023-01-10,306
2023-01-10,3000
2023-01-10,324
2023-01-10,840
2023-01-10,7296
2023-01-11,15
2023-01-11,150
2023-01-11,1068
2023-01-11,2283
2023-01-11,1200
2023-01-11,180
2023-01-12,72
2023-01-12,6423
2023-01-12,360
2023-01-12,240
2023-01-13,750
2023-01-13,2997
2023-01-13,501
2023-01-13,150
2023-01-13,5472
2023-01-13,1347
2023-01-14,360
2023-01-14,450
2023-01-14,90
2023-01-16,66
2023-01-16,2139
2023-01-16,1035
2023-01-16,1317
2023-01-16,210
2023-01-17,1365
2023-01-17,8379
2023-01-17,1230
2023-01-17,558
2023-01-17,660
2023-01-18,600
2023-01-18,750
2023-01-18,3417
2023-01-18,1140
2023-01-18,705
2023-01-19,300
2023-01-19,1500
2023-01-19,2175
2023-01-19,435
2023-01-19,11736
2023-01-19,705
2023-01-20,963
2023-01-20,750
2023-01-20,1800
2023-01-20,33
2023-01-20,2970
2023-01-21,600
2023-01-23,360
2023-01-23,0
2023-01-23,4266
2023-01-24,2100
2023-01-24,8079
2023-01-24,420
2023-01-24,534
2023-01-24,615
2023-01-25,2802
2023-01-25,441
2023-01-25,2673
2023-01-26,414
2023-01-26,780
2023-01-26,3030
2023-01-26,135
2023-01-27,1020
2023-01-27,2739
2023-01-27,1020
2023-01-27,195
2023-01-27,4677
2023-01-27,1500
2023-01-28,300
2023-01-28,3471
2023-01-30,300
2023-01-30,282
2023-01-30,5085
2023-01-30,540
2023-01-30,747
2023-01-31,7359
2023-01-31,1335
2023-01-31,60
2023-01-31,60
2023-01-31,3000
2023-01-31,390
2023-02-01,5226
2023-02-01,258
2023-02-02,420
2023-02-02,1218
2023-02-02,450
2023-02-02,1050
2023-02-03,300
2023-02-03,66
2023-02-03,2445
2023-02-03,876
2023-02-03,1845
2023-02-06,2043
2023-02-06,180
2023-02-06,600
2023-02-06,546
2023-02-06,3897
2023-02-07,360
2023-02-07,3000
2023-02-07,3690
2023-02-07,4143
2023-02-07,10401
2023-02-08,1350
2023-02-08,30
2023-02-08,1920
2023-02-08,390
2023-02-08,600
2023-02-09,945
2023-02-09,690
2023-02-09,9000
2023-02-09,3093
2023-02-09,633
2023-02-10,2700
2023-02-10,75
2023-02-10,4779
2023-02-10,660
2023-02-10,747
2023-02-10,3000
2023-02-10,3000
2023-02-11,1320
2023-02-13,834
2023-02-13,12600
2023-02-13,3000
2023-02-13,2148
2023-02-13,1500
2023-02-13,669
2023-02-14,3000
2023-02-14,330
2023-02-14,3000
2023-02-14,600
2023-02-14,300
2023-02-14,5865
2023-02-14,606
2023-02-15,1476
2023-02-15,291
2023-02-15,840
2023-02-15,735
2023-02-16,1017
2023-02-16,450
2023-02-16,5529
2023-02-16,3000
2023-02-16,960
2023-02-16,2040
2023-02-16,510
2023-02-17,450
2023-02-17,3000
2023-02-17,4965
2023-02-17,456
2023-02-17,3249
2023-02-18,450
2023-02-18,90
2023-02-20,3000
2023-02-20,9000
2023-02-20,54
2023-02-20,2466
2023-02-21,3000
2023-02-21,450
2023-02-21,810
2023-02-21,300
2023-02-21,2430
2023-02-21,3000
2023-02-21,300
2023-02-21,33
2023-02-21,45
2023-02-22,105
2023-02-22,7764
2023-02-22,120
2023-02-22,1515
2023-02-22,1320
2023-02-23,1983
2023-02-23,1560
2023-02-23,630
2023-02-23,150
2023-02-23,66
2023-02-23,360
2023-02-23,3600
2023-02-24,1605
2023-02-24,10047
2023-02-24,750
2023-02-24,450
2023-02-24,150
2023-02-24,60
2023-02-24,3000
2023-02-24,480
2023-02-24,3000
2023-02-25,480
2023-02-25,3000
2023-02-27,1200
2023-02-27,60
2023-02-27,3000
2023-02-27,60
2023-02-27,3000
2023-02-27,3843
2023-02-27,306
2023-02-27,3000
2023-02-28,1335
2023-02-28,9315
2023-02-28,-1200
2023-02-28,105
2023-03-01,360
2023-03-01,8400
2023-03-01,90
2023-03-01,1344
2023-03-01,2415
2023-03-01,240
2023-03-02,792
2023-03-02,120
2023-03-02,2109
2023-03-02,747
2023-03-02,1248
2023-03-03,540
2023-03-03,3657
2023-03-03,3000
2023-03-03,300
2023-03-03,1020
2023-03-03,675
2023-03-04,210
2023-03-04,75
2023-03-06,525
2023-03-06,1932
2023-03-06,900
2023-03-06,2628
2023-03-06,60
2023-03-06,3000
2023-03-06,3000
2023-03-07,3000
2023-03-07,2724
2023-03-07,1560
2023-03-07,990
2023-03-08,510
2023-03-08,150
2023-03-08,2073
2023-03-08,525
2023-03-08,1620
2023-03-09,150
2023-03-09,3000
2023-03-09,7716
2023-03-09,3000
2023-03-09,1101
2023-03-10,3957
2023-03-10,-3000
2023-03-10,600
2023-03-10,9000
2023-03-10,510
2023-03-10,1290
2023-03-10,747
2023-03-11,1080
2023-03-11,420
2023-03-13,10596
2023-03-13,3009
2023-03-13,6000
2023-03-13,681
2023-03-13,3000
2023-03-13,69
2023-03-13,1059
2023-03-14,798
2023-03-14,1500
2023-03-14,1590
2023-03-14,2193
2023-03-14,750
2023-03-14,1500
2023-03-14,8400
2023-03-15,9138
2023-03-15,3000
2023-03-15,2220
2023-03-15,1800
2023-03-15,600
2023-03-15,885
2023-03-16,333
2023-03-16,1020
2023-03-16,7050
2023-03-16,747
2023-03-16,3000
2023-03-17,90
2023-03-17,6000
2023-03-17,600
2023-03-17,4668
2023-03-17,390
2023-03-17,3000
2023-03-17,240
2023-03-18,900
2023-03-20,150
2023-03-20,66
2023-03-20,1035
2023-03-20,3363
2023-03-20,450
2023-03-20,3000
2023-03-20,1545
2023-03-21,750
2023-03-21,210
2023-03-21,159
2023-03-21,165
2023-03-21,2160
2023-03-22,750
2023-03-22,3000
2023-03-22,7245
2023-03-22,150
2023-03-22,1158
2023-03-23,1395
2023-03-23,3000
2023-03-23,747
2023-03-23,120
2023-03-23,3657
2023-03-23,3000
2023-03-23,1470
2023-03-24,60
2023-03-24,6000
2023-03-24,3
2023-03-24,591
2023-03-24,8055
2023-03-27,11400
2023-03-27,111
2023-03-27,9867
2023-03-27,504
2023-03-27,1350
2023-03-27,7050
2023-03-28,933
2023-03-28,1500
2023-03-28,270
2023-03-28,3000
2023-03-28,105
2023-03-28,600
2023-03-28,8121
2023-03-28,660
2023-03-29,5439
2023-03-29,1620
2023-03-29,420
2023-03-29,30
2023-03-29,1401
2023-03-29,3492
2023-03-29,360
2023-03-30,3000
2023-03-30,5025
2023-03-30,3000
2023-03-30,4920
2023-03-31,3000
2023-03-31,10494
2023-03-31,1596
2023-03-31,30
2023-03-31,1260
2023-03-31,561
2023-03-31,300
2023-03-31,150
2023-03-31,1728
2023-04-01,57
2023-04-01,60
2023-04-01,780
2023-04-01,600
2023-04-03,246
2023-04-03,2700
2023-04-03,2382
2023-04-03,3000
2023-04-03,690
2023-04-04,4635
2023-04-04,1890
2023-04-04,30
2023-04-04,60
2023-04-04,3000
2023-04-05,630
2023-04-05,1545
2023-04-05,450
2023-04-05,7608
2023-04-06,4956
2023-04-06,1050
2023-04-06,14400
2023-04-06,3540
2023-04-06,60
2023-04-06,15
2023-04-06,342
2023-04-08,1215
2023-04-10,1788
2023-04-10,150
2023-04-10,4050
2023-04-10,6000
2023-04-10,900
2023-04-10,2700
2023-04-11,3000
2023-04-11,4020
2023-04-11,60
2023-04-11,150
2023-04-12,17772
2023-04-12,900
2023-04-12,2532
2023-04-12,30
2023-04-12,1098
2023-04-13,825
2023-04-13,6000
2023-04-13,690
2023-04-13,4848
2023-04-13,510
2023-04-13,60
2023-04-14,90
2023-04-14,6000
2023-04-14,1800
2023-04-14,3120
2023-04-14,6000
2023-04-14,2400
2023-04-14,60
2023-04-14,10737
2023-04-15,546
2023-04-15,1980
2023-04-15,825
2023-04-17,36
2023-04-17,6261
2023-04-17,990
2023-04-17,30
2023-04-17,390
2023-04-18,90
2023-04-18,660
2023-04-18,60
2023-04-18,1080
2023-04-18,7980
2023-04-19,3000
2023-04-19,10221
2023-04-19,708
2023-04-19,180
2023-04-19,600
2023-04-20,7089
2023-04-20,633
2023-04-20,2400
2023-04-20,240
2023-04-20,660
2023-04-20,1122
2023-04-22,300
2023-04-24,966
2023-04-24,6000
2023-04-24,3000
2023-04-24,10212
2023-04-25,6609
2023-04-25,1650
2023-04-25,168
2023-04-25,3000
2023-04-25,900
2023-04-26,120
2023-04-26,1500
2023-04-26,480
2023-04-26,3600
2023-04-26,1500
2023-04-26,11817
2023-04-26,180
2023-04-26,210
2023-04-27,1560
2023-04-27,330
2023-04-27,300
2023-04-27,11400
2023-04-27,8958
2023-04-27,555
2023-04-27,1872
2023-04-28,1500
2023-04-28,3000
2023-04-28,3000
2023-04-28,300
2023-04-28,16260
2023-04-28,390
2023-04-28,3600
2023-04-28,264
2023-04-28,3000
2023-04-28,2802
2023-04-29,1500
2023-04-29,78
2023-05-02,450
2023-05-02,480
2023-05-02,1500
2023-05-02,600
2023-05-02,6534
2023-05-03,6000
2023-05-03,420
2023-05-03,1500
2023-05-03,3459
2023-05-03,6000
2023-05-03,60
2023-05-04,150
2023-05-04,150
2023-05-04,210
2023-05-04,5673
2023-05-04,735
2023-05-04,3000
2023-05-05,360
2023-05-05,21762
2023-05-05,2400
2023-05-05,60
2023-05-05,2802
2023-05-05,75
2023-05-06,810
2023-05-06,210
2023-05-06,828
2023-05-08,5802
2023-05-08,90
2023-05-08,-780
2023-05-08,300
2023-05-08,960
2023-05-09,570
2023-05-09,213
2023-05-09,2700
2023-05-09,6873
2023-05-09,3000
2023-05-09,279
2023-05-09,12
2023-05-09,150
2023-05-10,1308
2023-05-10,780
2023-05-10,756
2023-05-10,1350
2023-05-10,540
2023-05-10,4275
2023-05-10,3000
2023-05-10,3000
2023-05-10,324
2023-05-11,2802
2023-05-11,726
2023-05-11,3000
2023-05-11,8148
2023-05-12,300
2023-05-12,5400
2023-05-12,540
2023-05-12,2460
2023-05-12,2904
2023-05-12,1830
2023-05-12,297
2023-05-13,480
2023-05-15,45
2023-05-15,15
2023-05-15,1605
2023-05-15,9000
2023-05-15,540
2023-05-15,4398
2023-05-15,390
2023-05-16,1419
2023-05-16,750
2023-05-16,3000
2023-05-16,8883
2023-05-17,7764
2023-05-17,1239
2023-05-17,708
2023-05-17,300
2023-05-17,780
2023-05-18,9264
2023-05-18,450
2023-05-18,6000
2023-05-18,1788
2023-05-19,7200
2023-05-19,909
2023-05-19,8319
2023-05-22,3000
2023-05-22,5679
2023-05-22,600
2023-05-22,756
2023-05-22,975
2023-05-22,150
2023-05-23,2385
2023-05-23,7188
2023-05-23,240
2023-05-23,6000
2023-05-23,975
2023-05-23,2400
2023-05-24,1515
2023-05-24,900
2023-05-24,4560
2023-05-24,6000
2023-05-25,900
2023-05-25,2190
2023-05-25,9168
2023-05-25,630
2023-05-25,180
2023-05-26,1200
2023-05-26,2961
2023-05-26,180
2023-05-26,300
2023-05-26,141
2023-05-26,90
2023-05-27,6
2023-05-27,1800
2023-05-29,7050
2023-05-29,60
2023-05-29,2130
2023-05-29,150
2023-05-29,60
2023-05-29,3000
2023-05-30,1200
2023-05-30,630
2023-05-30,3687
2023-05-31,1050
2023-05-31,4500
2023-05-31,5064
2023-05-31,45
2023-05-31,354
2023-06-01,5619
2023-06-01,60
2023-06-02,6000
2023-06-02,345
2023-06-02,5877
2023-06-02,-177
2023-06-02,72
2023-06-03,1350
2023-06-03,60
2023-06-05,9288
2023-06-05,3300
2023-06-05,285
2023-06-05,1500
2023-06-05,180
2023-06-06,2700
2023-06-06,2400
2023-06-06,690
2023-06-06,7887
2023-06-07,3000
2023-06-07,582
2023-06-07,10824
2023-06-07,633
2023-06-07,360
2023-06-07,3000
2023-06-07,900
2023-06-08,450
2023-06-08,999
2023-06-09,90
2023-06-09,2979
2023-06-09,1950
2023-06-09,7935
2023-06-09,-180
2023-06-10,150
2023-06-10,5382
2023-06-10,150
2023-06-10,660
2023-06-12,12375
2023-06-12,1170
2023-06-13,11112
2023-06-13,720
2023-06-13,720
2023-06-13,30
2023-06-13,165
2023-06-14,912
2023-06-14,1515
2023-06-14,10680
2023-06-15,1050
2023-06-15,510
2023-06-15,3294
2023-06-16,582
2023-06-16,768
2023-06-16,6063
2023-06-16,360
2023-06-16,360
2023-06-17,225
2023-06-17,1050
2023-06-19,4590
2023-06-19,840
2023-06-19,918
2023-06-20,8508
2023-06-20,300
2023-06-20,978
2023-06-20,750
2023-06-20,210
2023-06-21,1170
2023-06-21,1200
2023-06-21,300
2023-06-21,4011
2023-06-21,3783
2023-06-22,90
2023-06-22,963
2023-06-22,630
2023-06-22,3420
2023-06-23,9441
2023-06-23,711
2023-06-23,1575
2023-06-23,360
2023-06-23,300
2023-06-26,1401
2023-06-26,1200
2023-06-26,2088
2023-06-26,15519
2023-06-27,120
2023-06-27,315
2023-06-27,4455
2023-06-27,1050
2023-06-28,750
2023-06-28,861
2023-06-28,450
2023-06-28,1050
2023-06-28,3072
2023-06-29,2085
2023-06-29,450
2023-06-29,4902
2023-06-29,738
2023-06-29,1080
2023-06-30,2010
2023-06-30,2400
2023-06-30,1095
2023-06-30,120
2023-06-30,2400
2023-07-01,300
2023-07-01,150
2023-07-01,300
2023-07-03,15
2023-07-03,780
2023-07-03,5310
2023-07-03,2655
2023-07-04,828
2023-07-04,579
2023-07-04,4659
2023-07-05,270
2023-07-05,1401
2023-07-05,450
2023-07-05,645
2023-07-05,5442
2023-07-06,30
2023-07-06,1893
2023-07-06,3294
2023-07-06,1500
2023-07-06,1200
2023-07-07,855
2023-07-07,5988
2023-07-07,138
2023-07-07,360
2023-07-07,1386
2023-07-08,600
2023-07-08,939
2023-07-08,750
2023-07-10,1770
2023-07-10,180
2023-07-10,600
2023-07-11,1815
2023-07-11,321
2023-07-11,393
2023-07-11,7218
2023-07-12,3624
2023-07-12,1116
2023-07-12,3585
2023-07-12,66
2023-07-12,450
2023-07-13,360
2023-07-13,1500
2023-07-13,5535
2023-07-14,6960
2023-07-14,51
2023-07-15,405
2023-07-17,720
2023-07-17,3600
2023-07-17,7575
2023-07-17,510
2023-07-17,1629
2023-07-17,1200
2023-07-18,420
2023-07-18,570
2023-07-18,12825
2023-07-18,4248
2023-07-19,7827
2023-07-19,240
2023-07-19,159
2023-07-20,900
2023-07-20,2136
2023-07-20,540
2023-07-20,4260
2023-07-21,270
2023-07-21,2004
2023-07-21,372
2023-07-21,3240
2023-07-24,420
2023-07-24,210
2023-07-24,180
2023-07-24,2802
2023-07-24,3117
2023-07-25,11667
2023-07-25,1476
2023-07-25,4293
2023-07-26,5100
2023-07-26,3030
2023-07-26,576
2023-07-26,1737
2023-07-27,300
2023-07-27,5907
2023-07-27,216
2023-07-27,303
2023-07-27,1305
2023-07-28,6210
2023-07-28,1560
2023-07-28,1386
2023-07-29,150
2023-07-29,3258
2023-07-31,3420
2023-07-31,3423
2023-07-31,420
2023-08-01,225
2023-08-01,171
2023-08-01,9600
2023-08-01,3000
2023-08-01,1560
2023-08-02,1401
2023-08-02,3453
2023-08-02,9333
2023-08-02,1575
2023-08-02,2415
2023-08-02,6
2023-08-03,3132
2023-08-03,1059
2023-08-03,1050
2023-08-03,7971
2023-08-04,300
2023-08-04,6423
2023-08-04,1020
2023-08-04,777
2023-08-05,900
2023-08-05,300
2023-08-05,21
2023-08-07,90
2023-08-07,1890
2023-08-07,2802
2023-08-07,3123
2023-08-07,3405
2023-08-08,14250
2023-08-08,2553
2023-08-08,693
2023-08-09,90
2023-08-09,450
2023-08-09,450
2023-08-09,4365
2023-08-10,4569
2023-08-10,360
2023-08-10,13023
2023-08-11,726
2023-08-11,900
2023-08-11,2199
2023-08-11,1353
2023-08-12,120
2023-08-12,45
2023-08-12,1740
2023-08-14,252
2023-08-14,2490
2023-08-14,6216
2023-08-15,705
2023-08-15,8910
2023-08-15,360
2023-08-15,45
2023-08-16,1350
2023-08-16,1338
2023-08-16,828
2023-08-16,45
2023-08-16,840
2023-08-17,2430
2023-08-17,210
2023-08-17,1815
2023-08-18,6093
2023-08-18,1650
2023-08-18,300
2023-08-18,1320
2023-08-18,1500
2023-08-18,573
2023-08-19,1080
2023-08-19,2520
2023-08-19,2100
2023-08-19,720
2023-08-19,2229
2023-08-21,3915
2023-08-21,2592
2023-08-21,300
2023-08-22,2370
2023-08-22,180
2023-08-22,432
2023-08-23,1182
2023-08-23,7353
2023-08-23,3300
2023-08-23,1002
2023-08-24,195
2023-08-24,2250
2023-08-24,312
2023-08-25,1380
2023-08-25,5490
2023-08-25,1680
2023-08-26,564
2023-08-26,240
2023-08-26,123
2023-08-26,210
2023-08-26,450
2023-08-28,105
2023-08-28,13788
2023-08-28,750
2023-08-28,651
2023-08-28,150
2023-08-29,1290
2023-08-29,300
2023-08-29,390
2023-08-29,72
2023-08-29,3000
2023-08-30,3000
2023-08-30,450
2023-08-30,1983
2023-08-30,3645
2023-08-30,150
2023-08-30,729
2023-08-31,1080
2023-08-31,8745
2023-08-31,4530
2023-08-31,1500
2023-09-01,2937
2023-09-01,231
2023-09-01,150
2023-09-01,11790
2023-09-02,1800
2023-09-04,4089
2023-09-04,96
2023-09-04,861
2023-09-04,321
2023-09-05,7827
2023-09-05,1140
2023-09-05,540
2023-09-05,60
2023-09-05,582
2023-09-06,3108
2023-09-06,1335
2023-09-06,435
2023-09-06,1170
2023-09-08,2544
2023-09-08,9753
2023-09-08,960
2023-09-08,477
2023-09-09,180
2023-09-09,30
2023-09-09,450
2023-09-09,9
2023-09-11,2373
2023-09-11,20238
2023-09-11,141
2023-09-11,600
2023-09-12,6546
2023-09-12,1020
2023-09-12,480
2023-09-13,60
2023-09-13,1248
2023-09-13,375
2023-09-13,450
2023-09-13,150
2023-09-13,8487
2023-09-14,825
2023-09-14,1260
2023-09-14,450
2023-09-14,135
2023-09-15,330
2023-09-15,1302
2023-09-15,2568
2023-09-16,165
2023-09-16,870
2023-09-16,90
2023-09-16,15
2023-09-16,2466
2023-09-18,333
2023-09-18,660
2023-09-18,1200
2023-09-18,150
2023-09-18,2550
2023-09-19,5157
2023-09-19,240
2023-09-19,870
2023-09-20,4626
2023-09-20,516
2023-09-20,1845
2023-09-21,1374
2023-09-21,6369
2023-09-21,150
2023-09-21,6282
2023-09-22,150
2023-09-22,3069
2023-09-22,6000
2023-09-22,591
2023-09-23,66
2023-09-25,4074
2023-09-25,240
2023-09-26,4485
2023-09-26,75
2023-09-26,900
2023-09-27,2136
2023-09-27,6030
2023-09-27,3330
2023-09-27,210
2023-09-28,216
2023-09-28,879
2023-09-28,420
2023-09-29,180
2023-09-29,891
2023-09-29,1506
2023-09-29,1500
2023-09-29,10491
2023-09-29,150
2023-09-30,600
2023-09-30,15
2023-09-30,1401
2023-10-02,1500
2023-10-02,150
2023-10-02,4917
2023-10-03,2382
2023-10-03,1590
2023-10-03,1380
2023-10-04,1797
2023-10-04,1365
2023-10-04,600
2023-10-05,180
2023-10-05,960
2023-10-05,9
2023-10-05,1215
2023-10-05,45
2023-10-06,633
2023-10-06,3489
2023-10-06,6000
2023-10-06,2466
2023-10-06,411
2023-10-09,3000
2023-10-09,3000
2023-10-09,1215
2023-10-09,915
2023-10-09,3600
2023-10-10,2073
2023-10-10,45
2023-10-11,7365
2023-10-11,7701
2023-10-11,480
2023-10-11,906
2023-10-13,60
2023-10-13,3387
2023-10-13,1065
2023-10-13,51
2023-10-14,6
2023-10-16,630
2023-10-16,9597
2023-10-16,12
2023-10-16,990
2023-10-17,19155
2023-10-17,183
2023-10-18,1155
2023-10-18,6618
2023-10-18,285
2023-10-18,300
2023-10-18,2133
2023-10-19,1110
2023-10-19,1200
2023-10-19,7089
2023-10-20,45
2023-10-20,270
2023-10-20,3300
2023-10-20,927
2023-10-20,363
2023-10-21,30
2023-10-21,618
2023-10-23,1269
2023-10-23,2040
2023-10-23,3510
2023-10-24,855
2023-10-24,3669
2023-10-24,6591
2023-10-24,3567
2023-10-24,90
2023-10-25,0
2023-10-25,60
2023-10-25,9765
2023-10-25,630
2023-10-25,30
2023-10-26,297
2023-10-26,210
2023-10-26,2820
2023-10-26,9930
2023-10-26,750
2023-10-26,330
2023-10-27,150
2023-10-27,120
2023-10-27,7122
2023-10-27,450
2023-10-30,900
2023-10-30,183
2023-10-30,858
2023-10-30,12498
2023-10-30,1710
2023-10-31,420
2023-10-31,1602
2023-10-31,1650
2023-10-31,555
2023-10-31,14616
2023-10-31,1500
2023-11-01,570
2023-11-01,4875
2023-11-01,240
2023-11-03,3303
2023-11-03,2787
2023-11-03,3240
2023-11-06,1095
2023-11-06,2376
2023-11-06,3495
2023-11-06,3600
2023-11-06,3600
2023-11-07,90
2023-11-07,60
2023-11-07,480
2023-11-07,30
2023-11-07,9195
2023-11-08,7620
2023-11-08,90
2023-11-08,1410
2023-11-09,384
2023-11-09,90
2023-11-09,600
2023-11-09,7284
2023-11-09,9027
2023-11-10,2205
2023-11-10,1500
2023-11-10,30
2023-11-10,489
2023-11-10,240
2023-11-10,2169
2023-11-10,1416
2023-11-11,90
2023-11-13,8361
2023-11-13,1275
2023-11-13,360
2023-11-13,600
2023-11-13,1500
2023-11-13,1233
2023-11-14,1356
2023-11-14,180
2023-11-14,1323
2023-11-14,480
2023-11-14,3939
2023-11-14,138
2023-11-16,513
2023-11-16,7401
2023-11-16,486
2023-11-16,-30
2023-11-17,7428
2023-11-17,15
2023-11-17,9669
2023-11-17,1152
2023-11-18,2082
2023-11-20,645
2023-11-20,150
2023-11-20,1410
2023-11-20,600
2023-11-21,45
2023-11-21,7599
2023-11-21,738
2023-11-21,1806
2023-11-21,84
2023-11-22,1716
2023-11-22,120
2023-11-22,5202
2023-11-22,450
2023-11-22,876
2023-11-23,300
2023-11-23,810
2023-11-23,2802
2023-11-23,7677
2023-11-23,3000
2023-11-23,1761
2023-11-23,150
2023-11-24,84
2023-11-24,909
2023-11-24,600
2023-11-24,315
2023-11-24,1800
2023-11-24,3441
2023-11-24,450
2023-11-25,30
2023-11-25,1008
2023-11-27,90
2023-11-27,8700
2023-11-27,660
2023-11-27,495
2023-11-27,1905
2023-11-28,30
2023-11-28,390
2023-11-28,7839
2023-11-28,1650
2023-11-29,6651
2023-11-29,1302
2023-11-29,750
2023-11-29,885
2023-11-29,36
2023-11-30,168
2023-11-30,210
2023-11-30,810
2023-11-30,10728
2023-11-30,16155
2023-11-30,1080
2023-12-01,7452
2023-12-01,300
2023-12-01,243
2023-12-01,150
2023-12-02,1500
2023-12-04,960
2023-12-04,2715
2023-12-04,8850
2023-12-04,300
2023-12-04,1830
2023-12-05,381
2023-12-05,1608
2023-12-05,5841
2023-12-05,435
2023-12-05,540
2023-12-06,690
2023-12-06,285
2023-12-06,3102
2023-12-06,1710
2023-12-06,195
2023-12-06,450
2023-12-07,690
2023-12-07,6396
2023-12-07,129
2023-12-07,870
2023-12-08,660
2023-12-08,8829
2023-12-08,375
2023-12-08,30
2023-12-09,1401
2023-12-09,450
2023-12-09,291
2023-12-09,450
2023-12-09,2580
2023-12-09,3000
2023-12-09,1050
2023-12-11,2691
2023-12-11,192
2023-12-11,150
2023-12-11,939
2023-12-11,9105
2023-12-12,1470
2023-12-12,570
2023-12-12,-66
2023-12-12,12
2023-12-12,843
2023-12-13,939
2023-12-13,18
2023-12-13,450
2023-12-13,3750
2023-12-14,5556
2023-12-14,1356
2023-12-14,3516
2023-12-14,570
2023-12-15,9
2023-12-15,10791
2023-12-15,2196
2023-12-15,645
2023-12-16,330
2023-12-16,120
2023-12-18,2292
2023-12-18,300
2023-12-18,1551
2023-12-18,3090
2023-12-18,600
2023-12-19,5712
2023-12-19,2100
2023-12-19,1272
2023-12-20,10677
2023-12-20,180
2023-12-20,60
2023-12-20,60
2023-12-20,15
2023-12-21,1500
2023-12-21,405
2023-12-21,258
2023-12-21,138
2023-12-21,138
2023-12-21,3030
2023-12-21,7614
2023-12-26,18
2023-12-29,30
2024-01-03,3783
2024-01-03,6000
2024-01-03,3000
2024-01-04,4380
2024-01-04,240
2024-01-05,105
2024-01-05,2943
2024-01-05,-3000
2024-01-06,60
2024-01-06,6
2024-01-08,5610
2024-01-08,1500
2024-01-08,3120
2024-01-08,60
2024-01-08,150
2024-01-08,2094
2024-01-08,1500
2024-01-09,975
2024-01-09,1500
2024-01-09,1401
2024-01-09,12855
2024-01-09,3015
2024-01-10,300
2024-01-10,1500
2024-01-10,810
2024-01-10,1239
2024-01-10,2466
2024-01-10,7389
2024-01-11,2064
2024-01-11,12609
2024-01-11,270
2024-01-12,14037
2024-01-12,11322
2024-01-12,300
2024-01-12,300
2024-01-12,120
2024-01-13,1530
2024-01-15,450
2024-01-15,7638
2024-01-15,2550
2024-01-15,3570
2024-01-15,150
2024-01-15,855
2024-01-15,930
2024-01-16,3435
2024-01-16,1800
2024-01-16,1029
2024-01-16,330
2024-01-17,630
2024-01-17,-27
2024-01-17,3225
2024-01-17,1050
2024-01-17,225
2024-01-18,3600
2024-01-18,720
2024-01-18,4506
2024-01-18,3945
2024-01-18,1500
2024-01-19,900
2024-01-19,1596
2024-01-19,1335
2024-01-19,114
2024-01-19,9765
2024-01-19,390
2024-01-20,90
2024-01-20,3000
2024-01-22,1401
2024-01-22,3060
2024-01-22,180
2024-01-22,810
2024-01-22,1500
2024-01-22,1971
2024-01-23,870
2024-01-23,453
2024-01-23,1320
2024-01-24,3735
2024-01-24,4296
2024-01-24,1530
2024-01-25,90
2024-01-25,540
2024-01-25,4200
2024-01-25,2010
2024-01-25,16158
2024-01-25,4926
2024-01-26,2220
2024-01-26,5565
2024-01-26,4857
2024-01-26,411
2024-01-26,1401
2024-01-26,300
2024-01-26,210
2024-01-27,4320
2024-01-29,2325
2024-01-29,1365
2024-01-29,5415
2024-01-29,900
2024-01-30,3000
2024-01-30,4566
2024-01-30,465
2024-01-30,180
2024-01-30,1764
2024-01-31,540
2024-01-31,450
2024-01-31,180
2024-01-31,7380
2024-01-31,1320
2024-02-01,180
2024-02-01,3114
2024-02-01,2151
2024-02-01,330
2024-02-01,1575
2024-02-02,90
2024-02-02,3165
2024-02-02,690
2024-02-02,450
2024-02-02,3015
2024-02-03,9996
2024-02-05,510
2024-02-05,1650
2024-02-05,60
2024-02-05,6432
2024-02-06,2565
2024-02-06,315
2024-02-06,90
2024-02-07,90
2024-02-07,3621
2024-02-07,150
